run_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	experiment_accession	scientific_name	library_strategy	library_layout	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_bytes	fastq_md5	fastq_ftp	already_available_locally	existing_gvcf	selection_status	selection_reason
SRR29909311	SAMN42721372	SRS22067072	PRJNA1138464	SRP521244	SRX25404533	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2740789	227485487	106819934	c84df77130dd1b5bab45173d9618bbc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/011/SRR29909311/SRR29909311.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909312	SAMN42721371	SRS22067070	PRJNA1138464	SRP521244	SRX25404532	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2551320	211759560	98028821	685906633a8d8bed5ced37f68714f621	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/012/SRR29909312/SRR29909312.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909313	SAMN42721312	SRS22067068	PRJNA1138464	SRP521244	SRX25404531	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	23587385	7076215500	2126458776;2195747390	f013b6b3d20b6742806410a6a1966071;23cf52530f205b9bbbf4a7f0cca3c48c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/013/SRR29909313/SRR29909313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/013/SRR29909313/SRR29909313_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909314	SAMN42721311	SRS22067066	PRJNA1138464	SRP521244	SRX25404530	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	23113904	6934171200	1843122211;2047588385	6317c6a085c220bcd59877fc48013243;6fe7435fc5024d45697d795e6b14ebab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/014/SRR29909314/SRR29909314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/014/SRR29909314/SRR29909314_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909315	SAMN42721310	SRS22067067	PRJNA1138464	SRP521244	SRX25404529	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	19713543	5914062900	1793170772;1904274026	143da2ae1ab23ab06487ba62ec916b0b;bb01d789809d66d246c492ede81b3f9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/015/SRR29909315/SRR29909315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/015/SRR29909315/SRR29909315_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909316	SAMN42721309	SRS22067064	PRJNA1138464	SRP521244	SRX25404528	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2405880	199688040	92541911	a53caa08379d3abc77747c0d300cadc0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/016/SRR29909316/SRR29909316.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909317	SAMN42721308	SRS22067065	PRJNA1138464	SRP521244	SRX25404527	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2484251	206192833	95901125	55c18d62ffa08e6b62c6292864e45b6d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/017/SRR29909317/SRR29909317.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909318	SAMN42720939	SRS22067063	PRJNA1138464	SRP521244	SRX25404526	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2786001	231238083	108220728	5aa69cfb89ab4a0954555e471cc087bc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/018/SRR29909318/SRR29909318.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909319	SAMN42721307	SRS22067062	PRJNA1138464	SRP521244	SRX25404525	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2416275	200550825	91973484	90f2dd4d1cac819a915ec09cf94aadc5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/019/SRR29909319/SRR29909319.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909320	SAMN42721306	SRS22067061	PRJNA1138464	SRP521244	SRX25404524	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2582688	214363104	102388127	5cca203043f7e394374fc5f556c68ffc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/020/SRR29909320/SRR29909320.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909321	SAMN42721305	SRS22067060	PRJNA1138464	SRP521244	SRX25404523	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2334409	193755947	90187732	e20334c4314826969f0d48762a4fb627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/021/SRR29909321/SRR29909321.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909322	SAMN42721304	SRS22067059	PRJNA1138464	SRP521244	SRX25404522	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2174494	180483002	85719949	12070790dea23d4cd1876a5901fe6c88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/022/SRR29909322/SRR29909322.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909323	SAMN42721303	SRS22067058	PRJNA1138464	SRP521244	SRX25404521	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	30869289	9260786700	2410109604;2639892429	a536b9265895a16d74319f46973cd3f3;fa50c52d66a33f4b0c30afcbde0f29b2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/023/SRR29909323/SRR29909323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/023/SRR29909323/SRR29909323_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909324	SAMN42721302	SRS22067057	PRJNA1138464	SRP521244	SRX25404520	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2277705	189049515	89044030	b6572bd747d2b4a1e41ef11b6e4d29ca	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/024/SRR29909324/SRR29909324.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909325	SAMN42721301	SRS22067055	PRJNA1138464	SRP521244	SRX25404519	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28450446	8535133800	2334994422;2578295828	b57a3c95b2b15d925ae419c6e1e74bcc;03e55d01e17340235a2210008a2edd3b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/025/SRR29909325/SRR29909325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/025/SRR29909325/SRR29909325_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909326	SAMN42721300	SRS22067054	PRJNA1138464	SRP521244	SRX25404518	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	23586403	7075920900	1955521259;2273156241	3636f536d85ea8869adb3787d4713d13;a00a85ddb05199e8a579ce9cf0ff9e86	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/026/SRR29909326/SRR29909326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/026/SRR29909326/SRR29909326_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909327	SAMN42721299	SRS22067056	PRJNA1138464	SRP521244	SRX25404517	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2195121	182195043	85579204	72087cf853c3f263722a60cae887e16a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/027/SRR29909327/SRR29909327.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909328	SAMN42721298	SRS22067053	PRJNA1138464	SRP521244	SRX25404516	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2363433	196164939	91369356	da1e680faac223e6971e64dff2e38363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/028/SRR29909328/SRR29909328.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909329	SAMN42720938	SRS22067051	PRJNA1138464	SRP521244	SRX25404515	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26258422	7877526600	2121184031;2402050991	e1c458857847c81f6c4bd5d0d33d2cf6;02de590c3fcf39df60dbb37afdae3a50	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/029/SRR29909329/SRR29909329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/029/SRR29909329/SRR29909329_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909330	SAMN42720902	SRS22067052	PRJNA1138464	SRP521244	SRX25404514	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	19737735	5921320500	1562687452;1788707727	7100d371b5bff37b7128ecf26901a0bd;ebb2f7f2879b11b2877c3e4328475b5c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/030/SRR29909330/SRR29909330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/030/SRR29909330/SRR29909330_2.fastq.gz	true	true	SELECTED	existing20 public cohort
SRR29909331	SAMN42721297	SRS22067049	PRJNA1138464	SRP521244	SRX25404513	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2315156	192157948	89795473	8a0e5733363c96b2250d5d4aebe43350	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/031/SRR29909331/SRR29909331.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909332	SAMN42721296	SRS22067050	PRJNA1138464	SRP521244	SRX25404512	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2600348	215828884	100791951	a9f3a195a168002a7110f9a68838dd91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/032/SRR29909332/SRR29909332.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909333	SAMN42721295	SRS22067047	PRJNA1138464	SRP521244	SRX25404511	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	29260915	8778274500	2388976847;2614939748	b19de4599dbe380b332f2b5f1b72bc77;5394964e69e1ac94d04642ccb8338739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/033/SRR29909333/SRR29909333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/033/SRR29909333/SRR29909333_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909334	SAMN42721294	SRS22067048	PRJNA1138464	SRP521244	SRX25404510	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	24017760	7205328000	2019908367;2188201736	2d0ea25084390231cd69381fd802cab9;9a343c2891393a2a5d380ebe91ef4a57	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/034/SRR29909334/SRR29909334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/034/SRR29909334/SRR29909334_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909335	SAMN42721293	SRS22067046	PRJNA1138464	SRP521244	SRX25404509	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2293661	190373863	88092063	e54bfc0c288cb1ed7d2f7c964ab88180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/035/SRR29909335/SRR29909335.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909336	SAMN42721292	SRS22067044	PRJNA1138464	SRP521244	SRX25404508	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2362514	196088662	92762160	7662f17bd03daccafb56b51b0dc4d32d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/036/SRR29909336/SRR29909336.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909337	SAMN42721291	SRS22067045	PRJNA1138464	SRP521244	SRX25404507	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	31810341	9543102300	2555583047;2845170326	a902f632173f99ea4d5ff5446326f8ec;9ad42e423a3390f04e8b3fd1e4c16118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/037/SRR29909337/SRR29909337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/037/SRR29909337/SRR29909337_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909338	SAMN42721290	SRS22067042	PRJNA1138464	SRP521244	SRX25404506	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2574708	213700764	100539790	9c60dfc9c360f792997a5cfdf1f5fe89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/038/SRR29909338/SRR29909338.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909339	SAMN42721289	SRS22067043	PRJNA1138464	SRP521244	SRX25404505	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2033191	168754853	78491883	7e6bb8965e6f80537a6aeefbe329e56a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/039/SRR29909339/SRR29909339.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909340	SAMN42721288	SRS22067040	PRJNA1138464	SRP521244	SRX25404504	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2044320	169678560	79100722	69a764aa1b426e1a90e90c0785ffb4e9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/040/SRR29909340/SRR29909340.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909341	SAMN42720937	SRS22067041	PRJNA1138464	SRP521244	SRX25404503	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	28106990	8432097000	2234200474;2561832228	62d82e0c5afe84999670669bfb9374af;1ae7a5fd64d78b95c969101c5a8410c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/041/SRR29909341/SRR29909341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/041/SRR29909341/SRR29909341_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909342	SAMN42721287	SRS22067039	PRJNA1138464	SRP521244	SRX25404502	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2268279	188267157	88007385	ad2ee4d50a461c2e265787e4c400a835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/042/SRR29909342/SRR29909342.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909343	SAMN42721286	SRS22067038	PRJNA1138464	SRP521244	SRX25404501	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2426995	201440585	93537751	174b3255204996bc9f0581ac8007a32f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/043/SRR29909343/SRR29909343.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909344	SAMN42721285	SRS22067035	PRJNA1138464	SRP521244	SRX25404500	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2514548	208707484	96917631	9e2e6ad0b4364c3d5e6f5a5180804624	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/044/SRR29909344/SRR29909344.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909345	SAMN42721082	SRS22067037	PRJNA1138464	SRP521244	SRX25404499	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2777663	230546029	107432562	ebcfaf0709d8a2baa707dbd9c33275cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/045/SRR29909345/SRR29909345.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909346	SAMN42721081	SRS22067036	PRJNA1138464	SRP521244	SRX25404498	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2108560	175010480	80567180	ee1398e8d75f43f60d955f26a4c90ff3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/046/SRR29909346/SRR29909346.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909347	SAMN42721080	SRS22067034	PRJNA1138464	SRP521244	SRX25404497	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2671658	221747614	104439081	13d0d1b7fc7f623dc7cac101071b0e1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/047/SRR29909347/SRR29909347.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909348	SAMN42721079	SRS22067033	PRJNA1138464	SRP521244	SRX25404496	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2754133	228593039	105578960	ff099907c5d1480eae6365b0a867eda3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/048/SRR29909348/SRR29909348.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909349	SAMN42721078	SRS22067032	PRJNA1138464	SRP521244	SRX25404495	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2696768	223831744	102880391	06e149eb5aac9a36ba41254b268e3cde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/049/SRR29909349/SRR29909349.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909350	SAMN42720916	SRS22067031	PRJNA1138464	SRP521244	SRX25404494	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25440757	7632227100	2019577418;2295289881	e1e82f377ae2422b8ee37184280481a0;23fc5282a7a54aff2683bdacb72edc47	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/050/SRR29909350/SRR29909350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/050/SRR29909350/SRR29909350_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909351	SAMN42721077	SRS22067030	PRJNA1138464	SRP521244	SRX25404493	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2593066	215224478	99477912	eb7061b398411e0d116664f59d6daacd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/051/SRR29909351/SRR29909351.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909352	SAMN42721076	SRS22067029	PRJNA1138464	SRP521244	SRX25404492	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2626367	217988461	101778220	f73dc648f7cc73222e077da3faaa98ef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/052/SRR29909352/SRR29909352.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909353	SAMN42721075	SRS22067028	PRJNA1138464	SRP521244	SRX25404491	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2714244	225282252	102725271	514c1d1b1b73981d4c3429f9d2ad32e2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/053/SRR29909353/SRR29909353.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909354	SAMN42721074	SRS22067027	PRJNA1138464	SRP521244	SRX25404490	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2758630	228966290	106348977	a1da5905de1f55cb8890920309fcb3b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/054/SRR29909354/SRR29909354.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909355	SAMN42721073	SRS22067026	PRJNA1138464	SRP521244	SRX25404489	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2830667	234945361	106013567	1bf7f792fb1103ce199c4cc9b8b1df5f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/055/SRR29909355/SRR29909355.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909356	SAMN42721072	SRS22067024	PRJNA1138464	SRP521244	SRX25404488	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2500428	207535524	96763759	e643b52e64ef6ff38789ef0ccf81a188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/056/SRR29909356/SRR29909356.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909357	SAMN42721071	SRS22067025	PRJNA1138464	SRP521244	SRX25404487	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2685189	222870687	102911169	ff70fbcf95d195560e2cc9ca061a510e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/057/SRR29909357/SRR29909357.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909358	SAMN42721070	SRS22067023	PRJNA1138464	SRP521244	SRX25404486	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2717098	225519134	105557634	a23b34b9a09004bc3c141d055ee0d7a0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/058/SRR29909358/SRR29909358.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909359	SAMN42721069	SRS22067021	PRJNA1138464	SRP521244	SRX25404485	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2686150	222950450	104348305	332bdeaef8c9431d6a62fa2820489232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/059/SRR29909359/SRR29909359.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909360	SAMN42721068	SRS22067022	PRJNA1138464	SRP521244	SRX25404484	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2703096	224356968	102951889	ef98f8a8f419f3749365649c0d2334d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/060/SRR29909360/SRR29909360.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909361	SAMN42720915	SRS22067019	PRJNA1138464	SRP521244	SRX25404483	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	24400027	7320008100	1947476553;2271462398	84b28fdadf8d5f3590de45299539597c;a2bcb63a1bd618efba2bbed6b3d9cf93	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/061/SRR29909361/SRR29909361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/061/SRR29909361/SRR29909361_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909362	SAMN42721067	SRS22067020	PRJNA1138464	SRP521244	SRX25404482	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2734322	226948726	105831073	47055fb14a7cbbdce6f26bff079a3e3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/062/SRR29909362/SRR29909362.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909363	SAMN42721066	SRS22067018	PRJNA1138464	SRP521244	SRX25404481	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2608300	216488900	99795239	48f05e45610943ce8a05fa5553a152f1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/063/SRR29909363/SRR29909363.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909364	SAMN42721065	SRS22067017	PRJNA1138464	SRP521244	SRX25404480	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	25754537	7726361100	2071834557;2389465669	2e1ec2cad90c84123c7a1c2486f88935;50c6ce32c1d92dd5e57e725fdbbf0993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/064/SRR29909364/SRR29909364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/064/SRR29909364/SRR29909364_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909365	SAMN42721064	SRS22067015	PRJNA1138464	SRP521244	SRX25404479	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2680463	222478429	102887585	baf4d3ccd7047a5afbde6a4117a0d5a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/065/SRR29909365/SRR29909365.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909366	SAMN42721063	SRS22067016	PRJNA1138464	SRP521244	SRX25404478	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2826755	234620665	111225634	a1c5b50373da8ac9f16d6c9ab759e65a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/066/SRR29909366/SRR29909366.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909367	SAMN42721062	SRS22067014	PRJNA1138464	SRP521244	SRX25404477	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2947803	244667649	111512416	749b2cbe70a5682e0db9b1463ba582d6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/067/SRR29909367/SRR29909367.fastq.gz	false	false	EXCLUDED	not WGS paired-end
SRR29909368	SAMN42721061	SRS22067011	PRJNA1138464	SRP521244	SRX25404476	Vigna angularis	WGS	PAIRED	GENOMIC	size fractionation	ILLUMINA	Illumina HiSeq X	26234346	7870303800	2084721066;2403027497	a52e39d034cf1916b5035a3ddb3fb5b1;7032c77be43bb48e2226067724e2a4c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/068/SRR29909368/SRR29909368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/068/SRR29909368/SRR29909368_2.fastq.gz	false	false	EXCLUDED	outside frozen51 cohort
SRR29909369	SAMN42721060	SRS22067012	PRJNA1138464	SRP521244	SRX25404475	Vigna angularis	RAD-Seq	SINGLE	GENOMIC	Restriction Digest	ILLUMINA	Illumina HiSeq 2500	2667156	221373948	104785944	c88dfe686a9f3fcb5887cc04db32c5c5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR299/069/SRR29909369/SRR29909369.fastq.gz	false	false	EXCLUDED	not WGS paired-end
